4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xa219439258ca9da29e9cc4ce5596924745e12b93,USDT,5013707,0x0c3897769d57ef1f0721ff291c766709a02991denon_c,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,USDC,2,0x0e9871726415c845b7bf0d46124654e4fbc25d6anon_c,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xeb466342c4d449bc9f53a865d5cb90586f405215,axlUSDC,20713,0x0e9871726415c845b7bf0d46124654e4fbc25d6a,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,USDC,10043891,0x0e9871726415c845b7bf0d46124654e4fbc25d6a,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xa219439258ca9da29e9cc4ce5596924745e12b93,USDT,10091379,0x2528c7b8c7c0d6ab4461bbaa14f5905ea93ad837non_c,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xb5bedd42000b71fdde22d3ee8a79bd49a568fc8f,wstETH,58921519901537880,0x3c9814b133019cb1730a0e9696d8d5b14590206fnon_c,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,274110132987361730,0x3c9814b133019cb1730a0e9696d8d5b14590206fnon_c,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,872943936230841700,0x3c9814b133019cb1730a0e9696d8d5b14590206f,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xb5bedd42000b71fdde22d3ee8a79bd49a568fc8f,wstETH,133288586224593070,0x3c9814b133019cb1730a0e9696d8d5b14590206f,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,516066172857963,0x6ac3d29d4162bb2fada6ae647aa6b0c5bbb73300,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0x3aab2285ddcddad8edf438c1bab47e1a9d05a9b4,WBTC,1904,0x6ac3d29d4162bb2fada6ae647aa6b0c5bbb73300,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,12696623607457462000,0x7c825e560ae6d6643115096b4b61e8f8d6a19749non_c,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,966926664618924,0x93ada4b5e50a72aebc7d653694066a928e84bfc7,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0x3aab2285ddcddad8edf438c1bab47e1a9d05a9b4,WBTC,3797,0x93ada4b5e50a72aebc7d653694066a928e84bfc7,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,22218852719436644,0x94858183646c0622d424f06f506d0faef6c915cd,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,USDC,39929833,0x94858183646c0622d424f06f506d0faef6c915cd,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,1728044400175050,0x9571695fcef88f3a3a69a0b1de31a77f4d6ccd70,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0x2416092f143378750bb29b79ed961ab195cceea5,ezETH,1283645776434840,0x9571695fcef88f3a3a69a0b1de31a77f4d6ccd70,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xb5bedd42000b71fdde22d3ee8a79bd49a568fc8f,wstETH,100153537166518020,0x9ebb90358d60e36688bad15b8a914e074b1a1c9bnon_c,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,2105677757200179,0xb1d30c1901211704c85be6a5f83edccebb15e91a,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,USDC,3413040,0xb1d30c1901211704c85be6a5f83edccebb15e91a,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0x4af15ec2a0bd43db75dd04e62faa3b8ef36b00d5,DAI,1001278574876547000,0xb79f535a1aad915348ea278e54c37be6c568e93cnon_c,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,USDC,5012951,0xb99196cbe4e2b85d0e8597a3f25967bf303d6388non_c,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,USDC,10062925,0xe3638a0b74b5a5c4a220163a05eb6b334e8a165dnon_c,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0x4af15ec2a0bd43db75dd04e62faa3b8ef36b00d5,DAI,2575232324151887,0xe7cf8c560a01c476cdd1d6dea985cb9fa61b2a5b,0
4572185,1715760249000,0x0000619b2b909a6a422c18eb804b92f798370705,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,USDC,10022970,0xe7cf8c560a01c476cdd1d6dea985cb9fa61b2a5b,0
4572185,1715760249000,0x00806c3ade2368fe19e8f57228b5d8e6d65a14b2,0xa219439258ca9da29e9cc4ce5596924745e12b93,USDT,98031,0x2528c7b8c7c0d6ab4461bbaa14f5905ea93ad837non_c,0
4572185,1715760249000,0x00806c3ade2368fe19e8f57228b5d8e6d65a14b2,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,149709651764334,0xf37d1f5dc65fe553745c79459004e94af9f61ff3non_c,0
4572185,1715760249000,0x02aefd6d3fba8ae3faa849433f36052bae0ed22c,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,100626818517751840,0x7c825e560ae6d6643115096b4b61e8f8d6a19749non_c,0
4572185,1715760249000,0x03dfdf4e4dbed925ad399c3f7d44bb33f5bec72d,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,100158685852656140,0x7c825e560ae6d6643115096b4b61e8f8d6a19749non_c,0
4572185,1715760249000,0x06c4db84fee6645e6150c1f874019d55aae2fb23,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,1,0x7c825e560ae6d6643115096b4b61e8f8d6a19749non_c,0
4572185,1715760249000,0x0b02094597d9229d7958ad5f2dc4d197212b4036,0x176211869ca2b568f2a7d4ee941e073a821ee1ff,USDC,1,0xe3638a0b74b5a5c4a220163a05eb6b334e8a165dnon_c,0
4572185,1715760249000,0x0b82e1ae563436845d738df0b802da0a1bf0c6ed,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,10024903712099868,0x7c825e560ae6d6643115096b4b61e8f8d6a19749non_c,0
4572185,1715760249000,0x0e3c1c4bc9f4a6de0dd70659d74da1ab1ecb785a,0xe5d7c2a44ffddf6b295a15c148167daaaf5cf34f,WETH,20023303273327516,0x7c825e560ae6d6643115096b4b61e8f8d6a19749non_c,0
